file,group,index,id,type,title,tooltip,text,region,place,coordinates,image,switchTo,flyTo,flyToId
js/markers.js,undergrounds,33,"""""",overworld_stairs,Trap Door to LSP,Trap Door to LSP,"""""",Krythan,Krythan Fields,"{""x"":780,""y"":862}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,34,"""""",overworld_ladder,Ladder to LSP Sewer (Away from evil spawn gate),Ladder to LSP Sewer (Away from evil spawn gate),"""""",Krythan,Krythan Fields,"{""x"":790,""y"":917}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,35,"""""",overworld_ladder,Orc Fort Tunnels,Orc Fort Tunnels,"""""",Krythan,Krythan Fields,"{""x"":793,""y"":1575}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,36,"""""",overworld_ladder,Orc Fort Tunnels,Orc Fort Tunnels,"""""",Krythan,Krythan Fields,"{""x"":754,""y"":1539}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,37,"""""",overworld_dungeon,Talazarian Dungeon,Talazarian Dungeon,"""""",Krythan,Krythan Fields,"{""x"":362,""y"":1464}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,38,"""""",overworld_ladder,Krythan Swamp Backdoor,Krythan Swamp Backdoor,"""""",Krythan,South West Krythan,"{""x"":146,""y"":1615}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,39,"""""",overworld_ladder,Krythan Swamp Backdoor,Krythan Swamp Backdoor,"""""",Krythan,Krythan Swamp,"{""x"":120,""y"":1641}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,40,"""""",overworld_crypt,Lopal Crypt,Lopal Crypt,"""""",Western Isles,Scarab Island,"{""x"":272,""y"":2201}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,41,"""""",overworld_mine,Scarab Island Mine,Scarab Island Mine,"""""",Western Isles,Scarab Island,"{""x"":343,""y"":2136}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,42,"""""",overworld_ladder,Lopal Catacombs,Lopal Catacombs,"""""",Western Isles,Scarab Island,"{""x"":407,""y"":2231}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,43,"""""",overworld_ladder,Werewolf Island Pass Entrance,Werewolf Island Pass Entrance,"""""",Krythan,Werewolf Island,"{""x"":462,""y"":2552}","""""",underground,"{""x"":477,""y"":2632,""zoom"":7}",""""""
js/markers.js,undergrounds,44,"""""",overworld_ladder,Werewolf Island Pass Entrance,Werewolf Island Pass Entrance,"""""",Krythan,Werewolf Island,"{""x"":450,""y"":2552}","""""",underground,"{""x"":450,""y"":2632,""zoom"":7}",""""""
js/markers.js,undergrounds,45,"""""",overworld_cave,Spore Cave Entrance,Spore Cave Entrance,"""""",Krythan,Werewolf Island,"{""x"":316,""y"":2602}","""""",underground,"{""x"":365,""y"":2582}",""""""
js/markers.js,undergrounds,46,"""""",overworld_stairs,Lycanth Crypt,Lycanth Crypt,"""""",Krythan,Werewolf Island,"{""x"":297,""y"":2617}","""""",underground,"{""x"":466,""y"":2631}",""""""
js/markers.js,undergrounds,47,"""""",overworld_spider,Shadow Spider Cave,Shadow Spider Cave,"""""",Darkwoods,Darkwoods,"{""x"":1463,""y"":2675}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,48,"""""",overworld_cave,Swamp Beast Cave,Swamp Beast Cave,"""""",Darkwoods,Darkwoods,"{""x"":1654,""y"":2678}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,49,"""""",overworld_cave,Swamp Beast Cave,Swamp Beast Cave,"""""",Darkwoods,Darkwoods,"{""x"":1572,""y"":2657}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,50,"""""",overworld_cave,Astari Ruin Shelter Entrance,Astari Ruin Shelter Entrance,"""""",Darkwoods,Darkwoods,"{""x"":813,""y"":3221}","""""",underground,"{""x"":813,""y"":3223,""zoom"":6}",""""""
js/markers.js,undergrounds,51,"""""",overworld_ant,Ant Mound,Ant Mound,"""""",Darkwoods,Darkwoods,"{""x"":839,""y"":3271}","""""",underground,"{""x"":839,""y"":3271,""zoom"":6}",""""""
js/markers.js,undergrounds,52,"""""",overworld_termigon,Termigon Pit,Termigon Pit,"""""",Darkwoods,Darkwoods,"{""x"":759,""y"":3322}","""""",underground,"{""x"":852,""y"":3355,""zoom"":6}",""""""
js/markers.js,undergrounds,53,"""""",overworld_mine,Triddle Mine,Triddle Mine,"""""",Darkwoods,Darkwoods,"{""x"":799,""y"":3335}","""""",underground,"{""x"":792,""y"":3330,""zoom"":7}",""""""
js/markers.js,undergrounds,54,"""""",overworld_snake,Whisperdale Snake Pit,Whisperdale Snake Pit,"""""",Darkwoods,Darkwoods,"{""x"":473,""y"":3431}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,55,"""""",overworld_ant,Dunmarrow Fire Ant Pit,Dunmarrow Fire Ant Pit,"""""",Darkwoods,Darkwoods,"{""x"":1271,""y"":3031}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,56,"""""",overworld_crypt,McKelsky Crypt,McKelsky Crypt,"""""",Darkwoods,Darkwoods,"{""x"":1430,""y"":3045}","""""",underground,"{""x"":1431,""y"":3046}",""""""
js/markers.js,undergrounds,57,"""""",overworld_dungeon,Marsh Dungeon,Marsh Dungeon,"""""",Darkwoods,Darkwoods,"{""x"":482,""y"":3506}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,58,"""""",overworld_dungeon,Cathedral of Joyous Afterlife (North Entrance),Cathedral of Joyous Afterlife (North Entrance),"""""",Darkwoods,Darkwoods,"{""x"":633,""y"":3187}","""""",underground,"{""x"":712,""y"":3125,""zoom"":5}",""""""
js/markers.js,undergrounds,59,"""""",overworld_dungeon,Cathedral of Joyous Afterlife (North Entrance),Cathedral of Joyous Afterlife (North Entrance),"""""",Darkwoods,Darkwoods,"{""x"":628,""y"":3198}","""""",underground,"{""x"":647,""y"":3144,""zoom"":5}",""""""
js/markers.js,undergrounds,60,"""""",overworld_dungeon,Cathedral of Joyous Afterlife (South Entrance),Cathedral of Joyous Afterlife (South Entrance),"""""",Darkwoods,Darkwoods,"{""x"":680,""y"":3319}","""""",underground,"{""x"":680,""y"":3319,""zoom"":5}",""""""
js/markers.js,undergrounds,61,"""""",overworld_ladder,Crypts of Ryonkah Entrance,Crypts of Ryonkah Entrance,"""""",Darkwoods,Crypts of Ryonkah,"{""x"":1028,""y"":2981}","""""",underground,"{""x"":1028,""y"":2981,""zoom"":7}",""""""
js/markers.js,undergrounds,62,"""""",overworld_stairs,Whisperdale Library Basement,Whisperdale Library Basement,"""""",Darkwoods,Darkwoods,"{""x"":423,""y"":3430}","""""",underground,"{""x"":423,""y"":3431,""zoom"":7}",""""""
js/markers.js,undergrounds,63,"""""",overworld_ladder,Vel Dran Cave Entrance,Vel Dran Cave Entrance,"""""",Highlands,Vel Dran,"{""x"":3127,""y"":3222}","""""",underground,"{""x"":3097,""y"":3221,""zoom"":6}",""""""
js/markers.js,undergrounds,64,"""""",overworld_stairs,Minotaur Maze,Minotaur Maze,"""""",Highlands,Highlands,"{""x"":2996,""y"":3044}","""""",underground,"{""x"":3411,""y"":3105,""zoom"":6}",""""""
js/markers.js,undergrounds,65,"""""",overworld_stairs,Minotaur Maze,Minotaur Maze,"""""",Highlands,Highlands,"{""x"":3003,""y"":3044}","""""",underground,"{""x"":3411,""y"":3105,""zoom"":6}",""""""
js/markers.js,undergrounds,66,"""""",overworld_ladder,Vel Dran Cave,Vel Dran Cave,"""""",Highlands,Highlands,"{""x"":3170,""y"":3085}","""""",underground,"{""x"":3184,""y"":3081,""zoom"":4}",""""""
js/markers.js,undergrounds,67,"""""",overworld_closed,Cave (CLOSED),Cave (CLOSED),"""""",Highlands,Highlands,"{""x"":3561,""y"":1927}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,68,"""""",overworld_cave,Zanock's Mine (East),Zanock's Mine (East),"""""",Highlands,Zanock's Mine,"{""x"":3098,""y"":2392}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,69,"""""",overworld_dungeon,Arllandah's Lair,Arllandah's Lair,"""""",Highlands,Highlands,"{""x"":3205,""y"":2628}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,70,"""""",overworld_mine,Darushk Entrance,Darushk Entrance,"""""",Highlands,Highlands,"{""x"":3746,""y"":2712}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,71,"""""",overworld_mine,Darushk Mine,Darushk Mine,"""""",Highlands,Highlands,"{""x"":3602,""y"":2774}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,72,"""""",overworld_ladder,West Entrance to Parian Tunnels,West Entrance to Parian Tunnels,"""""",Highlands,Highlands,"{""x"":3450,""y"":3038}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,73,"""""",overworld_ladder,East Entrance to Parian Tunnels,East Entrance to Parian Tunnels,"""""",Highlands,Highlands,"{""x"":3507,""y"":3028}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,74,"""""",overworld_ladder,Emporium Abbey Trapdoor Room,Emporium Abbey Trapdoor Room,"""""",Highlands,Highlands,"{""x"":2776,""y"":3185}","""""",underground,"{""x"":2776,""y"":3185,""zoom"":6}",""""""
js/markers.js,undergrounds,75,"""""",overworld_ladder,Grell Entrance,Grell Entrance<br><small>(Ctrl+Click for details)</small>,"""""",Highlands,Grell,"{""x"":3241,""y"":3608}","""""",underground,"{""x"":2919,""y"":3366,""zoom"":5}",""""""
js/markers.js,undergrounds,76,"""""",overworld_ladder,Grell Tunnels,Grell Tunnels,"""""",Highlands,Highlands,"{""x"":3335,""y"":3595}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,77,"""""",overworld_ladder,Badlands Entrance,Badlands Entrance,"""""",Highlands,Highlands,"{""x"":2709,""y"":2887}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,78,"""""",overworld_cave,Vel Dran Cave,Vel Dran Cave,"""""",Highlands,Highlands,"{""x"":3287,""y"":3300}","""""",underground,"{""x"":3288,""y"":3298,""zoom"":5}",""""""
js/markers.js,undergrounds,79,"""""",overworld_mine,Ethera Mine,Ethera Mine,"""""",Highlands,Highlands,"{""x"":3624,""y"":3597}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,80,"""""",overworld_mine,Ethera Mine,Ethera Mine,"""""",Highlands,Highlands,"{""x"":3656,""y"":3621}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,81,"""""",overworld_ladder,Necropolis Maze Tunnel Entrance,Necropolis Maze Tunnel Entrance,"""""",Darkwoods,Necropolis,"{""x"":1362,""y"":2888}","""""",underground,"{""x"":1363,""y"":2878}",""""""
js/markers.js,undergrounds,82,"""""",overworld_ladder,Necropolis Maze Tunnel Entrance,Necropolis Maze Tunnel Entrance,"""""",Darkwoods,Necropolis,"{""x"":1377,""y"":2935}","""""",underground,"{""x"":1372,""y"":2909}",""""""
js/markers.js,undergrounds,83,"""""",overworld_ladder,Necropolis Basement Entrance,Necropolis Basement Entrance,"""""",Darkwoods,Necropolis,"{""x"":1348,""y"":2932}","""""",underground,"{""x"":1345,""y"":2939}",""""""
js/markers.js,undergrounds,84,"""""",overworld_cave,Badlands Cave,Badlands Cave,"""""",Battle Plains,Battle Plains,"{""x"":2888,""y"":2882}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,85,"""""",overworld_cave,Badlands Cave,Badlands Cave,"""""",Battle Plains,Battle Plains,"{""x"":2290,""y"":2779}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,86,"""""",overworld_dungeon,Deep Shadow Temple,Deep Shadow Temple,"""""",Battle Plains,Battle Plains,"{""x"":2009,""y"":2675}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,87,"""""",overworld_cave,Fungiod Cave,Fungoid Cave,"""""",Battle Plains,Battle Plains,"{""x"":1961,""y"":3763}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,88,"""""",overworld_stairs,Chlera Catacombs,Chlera Catacombs,"""""",Battle Plains,Chlera,"{""x"":2330,""y"":3620}","""""",underground,"{""x"":2359,""y"":3571,""zoom"":5}",""""""
js/markers.js,undergrounds,89,"""""",overworld_stairs,Desprail Tunnels,Desprail Tunnels,"""""",Battle Plains,Desprail,"{""x"":2230,""y"":3198}","""""",underground,"{""x"":2230,""y"":3198,""zoom"":5}",""""""
js/markers.js,undergrounds,90,"""""",overworld_cave,Desprail Cave,Desprail Cave,"""""",Battle Plains,Battle Plains,"{""x"":2136,""y"":3155}","""""",underground,"{""x"":2119,""y"":3138,""zoom"":5}",""""""
js/markers.js,undergrounds,91,"""""",overworld_snake,Maraket Snake Pit Entrance,Maraket Snake Pit Entrance,"""""",Black Swamp,Krog,"{""x"":3272,""y"":3990}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,92,"""""",overworld_sewer,Krog Sewer Entrance,Krog Sewer Entrance,"""""",Black Swamp,Vorda Swamp,"{""x"":2823,""y"":3623}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,93,"""""",overworld_crypt,Drakkan Crypt Entrance,Drakkan Crypt Entrance,"""""",Black Swamp,Drakkan,"{""x"":2792,""y"":3833}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,94,"""""",overworld_well,Waste Tunnels Entrance,Waste Tunnels Entrance,"""""",Black Swamp,Black Swamp,"{""x"":3244,""y"":3834}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,95,"""""",overworld_ant,Ant Hill Entrance,Ant Hill Entrance,"""""",Black Swamp,Medosk Mountains,"{""x"":3095,""y"":3865}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,96,"""""",overworld_scorpion,Scorpion Pit Entrance,Scorpion Pit Entrance,"""""",Black Swamp,Black Swamp,"{""x"":3130,""y"":3660}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,97,"""""",overworld_dungeon,Temple of Agon Entrance,Temple of Agon Entrance,"""""",Black Swamp,Black Swamp,"{""x"":3114,""y"":3638}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,98,"""""",overworld_dungeon,Ivogur's Mine Entrance,Ivogur's Mine Entrance,"""""",Black Swamp,Black Swamp,"{""x"":2962,""y"":3913}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,99,"""""",overworld_dungeon,Valekar's Fortress Dungeon Entrance,Valekar's Fortress Dungeon Entrance,"""""",Black Swamp,Black Swamp,"{""x"":3079,""y"":3516}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,100,"""""",overworld_mine,Sogrun Mine Entrance,Sogrun Mine Entrance,"""""",Black Swamp,Krog,"{""x"":3154,""y"":3737}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,101,"""""",overworld_sewer,Krog Sewer Entrance,Krog Sewer Entrance,"""""",Black Swamp,Black Swamp,"{""x"":3018,""y"":3814}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,102,"""""",overworld_dungeon,Lotorian Dungeon,Lotorian Dungeon,"""""",Western Isles,Hell,"{""x"":1208,""y"":3348}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,103,"""""",overworld_cave,The Den of Baylor,The Den of Baylor,"""""",Western Isles,Hell,"{""x"":1126,""y"":3393}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,104,"""""",overworld_cave,Horned One Cave,Horned One Cave,"""""",Western Isles,Hell,"{""x"":1307,""y"":3385}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,105,"""""",overworld_stairs,Sewer Entrance,Sewer Entrance,"""""",Western Isles,Lotor's Summer Palace,"{""x"":764,""y"":752}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,106,"""""",overworld_stairs,Leather and Armory Shop Basement,Leather and Armory Shop Basement,"""""",Western Isles,Lotor's Summer Palace,"{""x"":798,""y"":705}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,107,"""""",overworld_stairs,Shadow Temple South Entrance,Shadow Temple South Entrance,"""""",Western Isles,Western Isles,"{""x"":2110,""y"":2765}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,108,"""""",overworld_crypt,Gnobol Mauseleum Crypt,Gnobol Mauseleum Crypt,"""""",Heartwood Coast,Gnobol Mauseleum,"{""x"":3079,""y"":1607}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,109,"""""",overworld_cave,Zanock's Mine (West),Zanock's Mine (West),"""""",Heartwood Coast,Zanock's Mine,"{""x"":2872,""y"":2360}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,110,"""""",overworld_snake,Valmond Skeleton Pit,Valmond Skeleton Pit,"""""",Heartwood Coast,Valmond,"{""x"":3192,""y"":1881}","""""",underground,"{""x"":0,""y"":0}",""""""
js/markers.js,undergrounds,111,"""""",overworld_ladder,South Carpentry Cellar Entrance,South Carpentry Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2739,""y"":2212}","""""",underground,"{""x"":2739,""y"":2212,""zoom"":5}",""""""
js/markers.js,undergrounds,112,"""""",overworld_ladder,North East Wall Cellar Entrance,North East Wall Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2758,""y"":2188}","""""",underground,"{""x"":2758,""y"":2188}",""""""
js/markers.js,undergrounds,113,"""""",overworld_ladder,North East Wall Cellar Entrance,North East Wall Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2758,""y"":2178}","""""",underground,"{""x"":2758,""y"":2178}",""""""
js/markers.js,undergrounds,114,"""""",overworld_ladder,North East Wall Cellar Entrance,North East Wall Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2758,""y"":2150}","""""",underground,"{""x"":2758,""y"":2150}",""""""
js/markers.js,undergrounds,115,"""""",overworld_ladder,South East Wall Cellar Entrance,South East Wall Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2748,""y"":2249}","""""",underground,"{""x"":2748,""y"":2249}",""""""
js/markers.js,undergrounds,116,"""""",overworld_ladder,South East Wall Cellar Entrance,South East Wall Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2738,""y"":2249}","""""",underground,"{""x"":2738,""y"":2249}",""""""
js/markers.js,undergrounds,117,"""""",overworld_ladder,South West Wall Cellar Entrance,South West Wall Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2689,""y"":2251}","""""",underground,"{""x"":2689,""y"":2251}",""""""
js/markers.js,undergrounds,118,"""""",overworld_ladder,Temple of Isos Cellar Entrance,Temple of Isos Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2722,""y"":2220}","""""",underground,"{""x"":2710,""y"":2227}",""""""
js/markers.js,undergrounds,119,"""""",overworld_ladder,South West Outpost Cellar Entrance,South West Outpost Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2614,""y"":2214}","""""",underground,"{""x"":2614,""y"":2213}",""""""
js/markers.js,undergrounds,120,"""""",overworld_stairs,Magic Shop Cellar Entrance,Magic Shop Cellar Entrance,"""""",Heartwood Coast,Valmond,"{""x"":2738,""y"":2203}","""""",underground,"{""x"":2727,""y"":2199}",""""""
